block_end_step,detector_epoch,block_valid,block_win_rate,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining
19599,0,1,0.95225502,0.96097249,96.09724902,0.92528860,0.74510362,0.18018497,0,0,0,0,0,0,0
19699,0,1,0.89232220,0.93551614,93.55161402,0.91869532,0.74657581,0.17211951,0,0,0,0,0,0,0
19799,0,1,0.87878088,0.95419298,95.41929771,0.91071243,0.74789786,0.16281457,0,0,0,0,0,0,0
19899,0,1,0.88867661,0.95546170,95.54616989,0.90630526,0.74930565,0.15699962,0,0,0,0,0,0,0
19999,0,1,0.78019939,0.94410530,94.41052952,0.88108409,0.74961458,0.13146951,0,0,0,0,0,0,0
20099,0,1,0.02087874,0.95598597,95.59859684,0.70904302,0.74232723,-0.03328421,0,0,0,0,0,0,0
20199,0,1,0.17532746,0.95683402,95.68340240,0.60229991,0.73665723,-0.13435732,0,0,0,0,0,0,0
20299,0,1,0.38455843,0.93551073,93.55107335,0.55875161,0.73313624,-0.17438463,0,0,0,0,0,0,0
20399,0,1,0.71397197,0.96233206,96.23320612,0.58979568,0.73294460,-0.14314891,0,0,0,0,0,0,0
20499,0,1,0.78702051,0.95887433,95.88743300,0.62924065,0.73348536,-0.10424471,0,0,0,0,0,0,0
20599,0,1,0.78863348,0.97282198,97.28219751,0.66111922,0.73403684,-0.07291762,0,0,0,0,0,0,0
20699,0,1,0.60561290,0.94960636,94.96063649,0.65001795,0.73275260,-0.08273465,0,0,0,0,0,0,0
20799,0,1,0.57682396,0.95142779,95.14277865,0.63537915,0.73119331,-0.09581416,0,0,0,0,0,0,0
20899,0,1,0.53787721,0.94506752,94.50675181,0.61587876,0.72926015,-0.11338139,0,0,0,0,0,0,0
20999,0,1,0.71523687,0.95437890,95.43789012,0.63575039,0.72911992,-0.09336953,0,0,0,0,0,0,0
21099,0,1,0.16055041,0.92238040,92.23804024,0.54071039,0.72343422,-0.18272383,0,0,0,0,0,0,0
21199,0,1,0.50710034,0.92644431,92.64443059,0.53398838,0.72127088,-0.18728250,0,0,0,0,0,0,0
21299,0,1,0.58237784,0.94825920,94.82591953,0.54366627,0.71988195,-0.17621568,0,0,0,0,0,0,0
21399,0,1,0.35437578,0.97793493,97.79349287,0.50580817,0.71622689,-0.21041872,0,0,0,0,0,0,0
21499,0,1,0.37828366,0.95757755,95.75775485,0.48030327,0.71284746,-0.23254419,0,0,0,0,0,0,0
21599,0,1,0.32373186,0.95794775,95.79477546,0.44898899,0.70895630,-0.25996731,0,0,0,0,0,0,0
21699,0,1,0.23165330,0.96654394,96.65439416,0.40552185,0.70418327,-0.29866142,0,0,0,0,0,0,0
21799,0,1,0.56169647,0.97648949,97.64894949,0.43675677,0.70275841,-0.26600163,0,0,0,0,0,0,0
21899,0,1,0.58679505,0.96970802,96.97080183,0.46676443,0.70159877,-0.23483434,0,0,0,0,0,0,0
21999,0,1,0.75546434,0.96420409,96.42040939,0.52450441,0.70213743,-0.17763302,0,0,0,0,0,0,0
22099,0,1,0.50489635,0.94884294,94.88429401,0.52058280,0.70016502,-0.17958222,0,0,0,0,0,0,0
22199,0,1,0.96921862,0.97337361,97.33736146,0.61030996,0.70285555,-0.09254559,0,0,0,0,0,0,0
22299,0,1,0.92005566,0.95967096,95.96709614,0.67225910,0.70502755,-0.03276845,0,0,0,0,0,0,0
22399,0,1,0.75279298,0.93548335,93.54833487,0.68836588,0.70550521,-0.01713933,0,0,0,1,0,0,0
22499,0,1,0.64099912,0.94936560,94.93655995,0.67889253,0.70486015,-0.02596762,0,0,0,2,0,0,0
22599,0,1,0.63538437,0.95078756,95.07875607,0.67019089,0.70416539,-0.03397449,0,0,0,3,0,0,0
22699,0,1,0.27116747,0.94440832,94.44083171,0.59038621,0.69983541,-0.10944920,0,0,0,0,0,0,0
22799,0,1,0.28712850,0.96007734,96.00773401,0.52973467,0.69570834,-0.16597367,0,0,0,0,0,0,0
22899,0,1,0.22717881,0.95497281,95.49728146,0.46922350,0.69102305,-0.22179955,0,0,0,0,0,0,0
22999,0,1,0.29278888,0.97369581,97.36958101,0.43393657,0.68704070,-0.25310413,0,0,0,0,0,0,0
23099,0,1,0.60700745,0.93449010,93.44900992,0.46855075,0.68624037,-0.21768962,0,0,0,0,0,0,0
23199,0,1,0.96406894,0.87957915,87.95791483,0.56765439,0.68901866,-0.12136427,0,0,0,0,0,0,0
23299,0,1,0.73376534,0.96577756,96.57775591,0.60087658,0.68946612,-0.08858955,0,0,0,0,0,0,0
23399,0,1,0.84020911,0.98016071,98.01607100,0.64874308,0.69097355,-0.04223047,0,0,0,0,0,0,0
23499,0,1,0.48543511,0.96782024,96.78202390,0.61608149,0.68891817,-0.07283668,0,0,0,0,0,0,0
23599,0,1,0.65661300,0.97074521,97.07452110,0.62418779,0.68859512,-0.06440733,0,0,0,0,0,0,0
23699,0,1,0.43227282,0.97217709,97.21770896,0.58580480,0.68603189,-0.10022710,0,0,0,0,0,0,0
23799,0,1,0.44260332,0.97676833,97.67683297,0.55716450,0.68359761,-0.12643311,0,0,0,0,0,0,0
23899,0,1,0.52128492,0.97955462,97.95546206,0.54998858,0.68197448,-0.13198590,0,0,0,0,0,0,0
23999,0,1,0.76908552,0.99410430,99.41042961,0.59380797,0.68284559,-0.08903762,0,0,0,0,0,0,0
24099,0,1,0.58044133,0.97676735,97.67673542,0.59113464,0.68182155,-0.09068691,0,0,0,0,0,0,0
24199,0,1,0.93149706,0.96331796,96.33179633,0.65920713,0.68431830,-0.02511118,0,0,0,0,0,0,0
24299,0,1,0.71757499,0.98464335,98.46433503,0.67088070,0.68465087,-0.01377017,0,0,0,1,0,0,0
24399,0,1,0.66711760,0.98626873,98.62687258,0.67012808,0.68447554,-0.01434746,0,0,0,2,0,0,0
24499,0,1,0.36907516,0.97737497,97.73749688,0.60991750,0.68132154,-0.07140404,0,0,0,0,0,0,0
24599,0,1,0.33478469,0.96756095,96.75609457,0.55489094,0.67785617,-0.12296523,0,0,0,0,0,0,0
24699,0,1,0.30877219,0.96812360,96.81236027,0.50566719,0.67416533,-0.16849814,0,0,0,0,0,0,0
24799,0,1,0.75709311,0.97805287,97.80528742,0.55595237,0.67499460,-0.11904223,0,0,0,0,0,0,0
24899,0,1,0.73385899,0.97425284,97.42528392,0.59153369,0.67558325,-0.08404955,0,0,0,0,0,0,0
24999,0,1,0.54635009,0.96650186,96.65018590,0.58249697,0.67429092,-0.09179394,0,0,0,0,0,0,0
25099,0,1,0.53603649,0.96943528,96.94352760,0.57320488,0.67290837,-0.09970350,0,0,0,0,0,0,0
25199,0,1,0.66156785,0.97590521,97.59052141,0.59087747,0.67279497,-0.08191750,0,0,0,0,0,0,0
25299,0,1,0.57070573,0.97946848,97.94684761,0.58684312,0.67177408,-0.08493095,0,0,0,0,0,0,0
25399,0,1,0.75375182,0.97887429,97.88742946,0.62022486,0.67259385,-0.05236899,0,0,0,0,0,0,0
25499,0,1,0.55363175,0.97588094,97.58809414,0.60690624,0.67140423,-0.06449799,0,0,0,0,0,0,0
25599,0,1,0.65635311,0.97565844,97.56584377,0.61679561,0.67125372,-0.05445811,0,0,0,0,0,0,0
25699,0,1,0.72256261,0.98878850,98.87885030,0.63794901,0.67176681,-0.03381780,0,0,0,1,0,0,0
25799,0,1,0.45955198,0.96752499,96.75249924,0.60226961,0.66964466,-0.06737505,0,0,0,0,0,0,0
25899,0,1,0.46078264,0.97437273,97.43727319,0.57397221,0.66755604,-0.09358383,0,0,0,0,0,0,0
25999,0,1,0.50720407,0.93717378,93.71737821,0.56061858,0.66595252,-0.10533394,0,0,0,0,0,0,0
26099,0,1,0.41157481,0.97056550,97.05654973,0.53080983,0.66340874,-0.13259892,0,0,0,0,0,0,0
26199,0,1,0.63762951,0.95662131,95.66213109,0.55217377,0.66315095,-0.11097719,0,0,0,0,0,0,0
26299,0,1,0.69688725,0.98119899,98.11989864,0.58111646,0.66348831,-0.08237185,0,0,0,0,0,0,0
26399,0,1,0.75383705,0.98411556,98.41155619,0.61566058,0.66439180,-0.04873122,0,0,0,1,0,0,0
26499,0,1,0.78191908,0.97802493,97.80249301,0.64891228,0.66556707,-0.01665480,0,0,0,0,0,0,0
26599,0,1,0.68307695,0.96623332,96.62333180,0.65574521,0.66574217,-0.00999696,0,0,0,1,0,0,0
26699,0,1,0.88894773,0.98119090,98.11909036,0.70238572,0.66797423,0.03441149,0,0,0,0,0,0,0
26799,0,1,0.63822650,0.97572292,97.57229186,0.68955387,0.66767675,0.02187712,0,0,0,1,0,0,0
26899,0,1,0.73366780,0.98293647,98.29364697,0.69837666,0.66833666,0.03004000,0,0,0,2,0,0,0
26999,0,1,0.42967379,0.95433066,95.43306648,0.64463609,0.66595003,-0.02131395,0,0,0,0,0,0,0
27099,0,1,0.76884348,0.95384483,95.38448310,0.66947757,0.66697897,0.00249860,0,0,0,0,0,0,0
27199,0,1,0.93470751,0.96705443,96.70544307,0.72252355,0.66965625,0.05286730,0,0,0,0,0,0,0
27299,0,1,0.78975287,0.98629761,98.62976068,0.73596942,0.67085722,0.06511220,0,0,0,0,0,0,0
27399,0,1,0.71374888,0.96466237,96.46623710,0.73152531,0.67128614,0.06023917,0,0,0,0,0,0,0
27499,0,1,0.91956299,0.98508541,98.50854102,0.76913285,0.67376890,0.09536394,0,0,0,0,0,0,0
27599,0,1,0.90705724,0.96425179,96.42517855,0.79671773,0.67610179,0.12061594,0,0,0,0,0,0,0
27699,0,1,0.98012270,0.98347856,98.34785630,0.83339872,0.67914200,0.15425672,0,0,0,0,0,0,0
27799,0,1,0.96952900,0.96585519,96.58551942,0.86062478,0.68204587,0.17857891,0,0,0,0,0,0,0
27899,0,1,0.88302613,0.97662652,97.66265215,0.86510505,0.68405567,0.18104938,0,0,0,0,0,0,0
27999,0,1,0.81149962,0.91214232,91.21423206,0.85438396,0.68533011,0.16905385,0,0,0,0,0,0,0
28099,0,1,0.58271655,0.90476379,90.47637935,0.80005048,0.68430397,0.11574650,0,0,0,0,0,0,0
28199,0,1,0.62583534,0.98395223,98.39522332,0.76520745,0.68371929,0.08148816,0,0,0,0,0,0,0
28299,0,1,0.82944566,0.98596032,98.59603249,0.77805509,0.68517655,0.09287854,0,0,0,0,0,0,0
28399,0,1,0.87068543,0.97878861,97.87886059,0.79658116,0.68703164,0.10954952,0,0,0,0,0,0,0
28499,0,1,0.80793253,0.97365798,97.36579820,0.79885144,0.68824065,0.11061079,0,0,0,0,0,0,0
28599,0,1,0.72647661,0.98375671,98.37567080,0.78437647,0.68862301,0.09575346,0,0,0,0,0,0,0
28699,0,1,0.52528445,0.96024315,96.02431490,0.73255807,0.68698962,0.04556844,0,0,0,0,0,0,0
28799,0,1,0.44091793,0.96039579,96.03957949,0.67423004,0.68452891,-0.01029887,0,0,0,0,0,0,0
28899,0,1,0.39637531,0.97155935,97.15593525,0.61865909,0.68164737,-0.06298828,0,0,0,0,0,0,0
28999,0,1,0.57949641,0.99631749,99.63174885,0.61082656,0.68062586,-0.06979930,0,0,0,0,0,0,0
29099,0,1,0.34113102,0.94362856,94.36285619,0.55688745,0.67723091,-0.12034346,0,0,0,0,0,0,0
29199,0,1,0.53321840,0.98889688,98.88968837,0.55215364,0.67579079,-0.12363715,0,0,0,0,0,0,0
29299,0,1,0.58033443,0.98843300,98.84329963,0.55778980,0.67483622,-0.11704643,0,0,0,0,0,0,0
29399,0,1,0.46744779,0.98800584,98.80058423,0.53972140,0.67276234,-0.13304094,0,0,0,0,0,0,0
29499,0,1,0.65950067,0.97511083,97.51108330,0.56367725,0.67262972,-0.10895247,0,0,0,0,0,0,0
29599,0,1,0.67071233,0.98394274,98.39427449,0.58508427,0.67261055,-0.08752628,0,0,0,0,0,0,0
29699,0,1,0.62080420,0.99669776,99.66977574,0.59222825,0.67209249,-0.07986423,0,0,0,0,0,0,0
29799,0,1,0.67069934,0.99579663,99.57966301,0.60792247,0.67207855,-0.06415608,0,0,0,0,0,0,0
29899,0,1,0.55103023,0.99590396,99.59039573,0.59654402,0.67086807,-0.07432405,0,0,0,0,0,0,0
29999,0,1,0.67012791,0.99096554,99.09655420,0.61126080,0.67086067,-0.05959987,0,0,0,0,0,0,0
30099,0,1,0.31410966,0.92674751,92.67475115,0.55183057,0.66729316,-0.11546259,0,0,0,0,0,0,0
30199,0,1,0.33642887,0.97776597,97.77659711,0.50875023,0.66398452,-0.15523428,0,0,0,0,0,0,0
30299,0,1,0.39167395,0.99375768,99.37576776,0.48533497,0.66126141,-0.17592644,0,0,0,0,0,0,0
30399,0,1,0.44925239,0.99589068,99.58906793,0.47811846,0.65914132,-0.18102286,0,0,0,0,0,0,0
30499,0,1,0.48237284,0.99438438,99.43843832,0.47896933,0.65737364,-0.17840430,0,0,0,0,0,0,0
30599,0,1,0.45135187,0.99549040,99.54903961,0.47344584,0.65531342,-0.18186758,0,0,0,0,0,0,0
30699,0,1,0.48131668,0.99494579,99.49457859,0.47502001,0.65357345,-0.17855344,0,0,0,0,0,0,0
30799,0,1,0.57289552,0.99070787,99.07078669,0.49459511,0.65276667,-0.15817156,0,0,0,0,0,0,0
30899,0,1,0.56354982,0.98437565,98.43756531,0.50838605,0.65187450,-0.14348845,0,0,0,0,0,0,0
30999,0,1,0.41124503,0.98870954,98.87095385,0.48895785,0.64946821,-0.16051036,0,0,0,0,0,0,0
31099,0,1,0.31127197,0.91564162,91.56416214,0.45342067,0.64608625,-0.19266557,0,0,0,0,0,0,0
31199,0,1,0.04024996,0.99345187,99.34518708,0.37078653,0.64002788,-0.26924135,0,0,0,0,0,0,0
31299,0,1,0.05814245,0.98348472,98.34847189,0.30825771,0.63420903,-0.32595131,0,0,0,0,0,0,0
31399,0,1,0.13949279,0.99839414,99.83941443,0.27450473,0.62926187,-0.35475714,0,0,0,0,0,0,0
31499,0,1,0.28142779,0.99473413,99.47341258,0.27588934,0.62578352,-0.34989418,0,0,0,0,0,0,0
31599,0,1,0.30466866,0.98412123,98.41212262,0.28164521,0.62257238,-0.34092717,0,0,0,0,0,0,0
31699,0,1,0.31622379,0.97492498,97.49249837,0.28856092,0.61950889,-0.33094797,0,0,0,0,0,0,0
31799,0,1,0.17154598,0.98307329,98.30732943,0.26515793,0.61502926,-0.34987133,0,0,0,0,0,0,0
31899,0,1,0.56167366,0.98045911,98.04591126,0.32446108,0.61449571,-0.29003463,0,0,0,0,0,0,0
31999,0,1,0.56347527,0.98283752,98.28375172,0.37226392,0.61398550,-0.24172158,0,0,0,0,0,0,0
32099,0,1,0.66172939,0.93649492,93.64949208,0.43015701,0.61446294,-0.18430593,0,0,0,0,0,0,0
32199,0,1,0.49417398,0.98501343,98.50134289,0.44296040,0.61326005,-0.17029965,0,0,0,0,0,0,0
32299,0,1,0.67102120,0.98418934,98.41893398,0.48857256,0.61383766,-0.12526510,0,0,0,0,0,0,0
32399,0,1,0.67335390,0.98729327,98.72932683,0.52552883,0.61443282,-0.08890399,0,0,0,0,0,0,0
32499,0,1,0.59579618,0.98745183,98.74518260,0.53958230,0.61424646,-0.07466416,0,0,0,0,0,0,0
32599,0,1,0.37097687,0.99694953,99.69495291,0.50586122,0.61181376,-0.10595255,0,0,0,0,0,0,0
32699,0,1,0.37064665,0.99346506,99.34650644,0.47881830,0.60940209,-0.13058379,0,0,0,0,0,0,0
32799,0,1,0.44326921,0.97812358,97.81235776,0.47170848,0.60774076,-0.13603228,0,0,0,0,0,0,0
32899,0,1,0.49561263,0.98211798,98.21179783,0.47648931,0.60661948,-0.13013017,0,0,0,0,0,0,0
32999,0,1,0.42655299,0.98290281,98.29028077,0.46650205,0.60481882,-0.13831677,0,0,0,0,0,0,0
33099,0,1,0.40410991,0.92528287,92.52828734,0.45402362,0.60281173,-0.14878811,0,0,0,0,0,0,0
33199,0,1,0.02013355,0.99223454,99.22345385,0.36724561,0.59698494,-0.22973934,0,0,0,0,0,0,0
33299,0,1,0.05025332,0.96196535,96.19653485,0.30384715,0.59151763,-0.28767048,0,0,0,0,0,0,0
33399,0,1,0.09068668,0.99242724,99.24272376,0.26121506,0.58650932,-0.32529426,0,0,0,0,0,0,0
33499,0,1,0.22270143,0.98746833,98.74683273,0.25351233,0.58287124,-0.32935891,0,0,0,0,0,0,0
33599,0,1,0.26053047,0.96458927,96.45892685,0.25491596,0.57964783,-0.32473187,0,0,0,0,0,0,0
33699,0,1,0.37778386,0.97796509,97.79650900,0.27948954,0.57762919,-0.29813965,0,0,0,0,0,0,0
33799,0,1,0.41985906,0.97938790,97.93878985,0.30756344,0.57605149,-0.26848805,0,0,0,0,0,0,0
33899,0,1,0.42514156,0.96761618,96.76161828,0.33107907,0.57454239,-0.24346333,0,0,0,0,0,0,0
33999,0,1,0.65307431,0.97564654,97.56465403,0.39547812,0.57532771,-0.17984960,0,0,0,0,0,0,0
